id	pattern	n_hops	instantiated_bindings_raw	instantiated_bindings_unique
0	(e1, 56, e2, t1) & (e1, 174, e3, t2=t1+(0, 9)) & (e1, 126, e4, t3=t2+(0, 3)) -> (e2, 126, e1, t4=t3+(1, 4))	3	0	0
1	(e1, 119, e2, t1) & (e2, 196, e3, t2=t1+(0, 8)) & (e2, 101, e3, t3=t2+(0, 1)) -> (e3, 101, e1, t4=t3+(1, 6))	3	0	0
2	(e1, 32, e2, t1) & (e3, 208, e2, t2=t1+(0, 5)) & (e2, 208, e4, t3=t2+(0, 4)) -> (e2, 125, e4, t4=t3+(1, 3))	3	0	0
3	(e1, 110, e2, t1) & (e2, 140, e3, t2=t1+(0, 7)) & (e2, 140, e3, t3=t2+(1, 4)) -> (e3, 122, e1, t4=t3+(1, 5))	3	0	0
4	(e1, 116, e2, t1) & (e1, 99, e2, t2=t1+(0, 4)) & (e1, 99, e3, t3=t2+(0, 7)) -> (e3, 116, e1, t4=t3+(1, 3))	3	0	0
5	(e1, 34, e2, t1) & (e2, 35, e1, t2=t1+(0, 5)) & (e1, 68, e2, t3=t2+(0, 6)) -> (e2, 35, e1, t4=t3+(1, 4))	3	0	0
6	(e1, 70, e2, t1) & (e3, 70, e1, t2=t1+(0, 3)) & (e2, 70, e1, t3=t2+(0, 6)) -> (e1, 197, e2, t4=t3+(1, 3))	3	0	0
7	(e1, 119, e2, t1) & (e2, 140, e1, t2=t1+(0, 6)) & (e1, 119, e3, t3=t2+(0, 4)) -> (e1, 119, e2, t4=t3+(1, 4))	3	0	0
8	(e1, 163, e2, t1) & (e3, 171, e1, t2=t1+(0, 5)) & (e3, 3, e2, t3=t2+(0, 6)) -> (e1, 163, e3, t4=t3+(1, 4))	3	0	0
9	(e1, 208, e2, t1) & (e2, 208, e3, t2=t1+(0, 2)) & (e2, 181, e4, t3=t2+(0, 3)) -> (e4, 218, e1, t4=t3+(1, 5))	3	0	0
10	(e1, 220, e2, t1) & (e2, 220, e3, t2=t1+(0, 4)) & (e4, 220, e2, t3=t2+(0, 6)) -> (e4, 220, e1, t4=t3+(1, 4))	3	0	0
11	(e1, 212, e2, t1) & (e2, 212, e1, t2=t1+(0, 5)) & (e1, 212, e2, t3=t2+(0, 4)) -> (e2, 181, e1, t4=t3+(1, 8))	3	0	0
12	(e1, 45, e2, t1) & (e3, 45, e2, t2=t1+(0, 7)) & (e4, 21, e3, t3=t2+(0, 4)) -> (e4, 151, e1, t4=t3+(1, 3))	3	0	0
13	(e1, 153, e2, t1) & (e3, 74, e1, t2=t1+(0, 5)) & (e1, 74, e3, t3=t2+(0, 5)) -> (e3, 210, e2, t4=t3+(1, 2))	3	0	0
14	(e1, 179, e2, t1) & (e1, 179, e3, t2=t1+(0, 2)) & (e4, 179, e1, t3=t2+(0, 5)) -> (e3, 189, e1, t4=t3+(1, 6))	3	0	0
15	(e1, 198, e2, t1) & (e2, 20, e3, t2=t1+(0, 4)) & (e1, 20, e2, t3=t2+(0, 4)) -> (e2, 20, e3, t4=t3+(1, 3))	3	0	0
16	(e1, 223, e2, t1) & (e2, 138, e1, t2=t1+(0, 3)) & (e2, 77, e3, t3=t2+(0, 5)) -> (e3, 138, e2, t4=t3+(1, 3))	3	0	0
17	(e1, 205, e2, t1) & (e2, 38, e3, t2=t1+(0, 8)) & (e2, 205, e1, t3=t2+(0, 7)) -> (e3, 205, e2, t4=t3+(1, 3))	3	0	0
18	(e1, 159, e2, t1) & (e2, 159, e1, t2=t1+(0, 5)) & (e3, 159, e1, t3=t2+(0, 4)) -> (e3, 40, e2, t4=t3+(1, 5))	3	0	0
19	(e1, 139, e2, t1) & (e3, 109, e2, t2=t1+(0, 4)) & (e2, 4, e3, t3=t2+(0, 3)) -> (e3, 109, e1, t4=t3+(1, 6))	3	0	0
20	(e1, 163, e2, t1) & (e1, 163, e2, t2=t1+(1, 3)) & (e1, 163, e3, t3=t2+(0, 7)) -> (e1, 163, e2, t4=t3+(1, 2))	3	0	0
21	(e1, 88, e2, t1) & (e3, 94, e2, t2=t1+(0, 5)) & (e4, 94, e3, t3=t2+(0, 2)) -> (e1, 158, e4, t4=t3+(1, 3))	3	0	0
22	(e1, 31, e2, t1) & (e1, 79, e2, t2=t1+(0, 4)) & (e3, 31, e1, t3=t2+(0, 4)) -> (e2, 31, e1, t4=t3+(1, 3))	3	0	0
23	(e1, 110, e2, t1) & (e2, 110, e3, t2=t1+(0, 4)) & (e4, 98, e2, t3=t2+(0, 6)) -> (e3, 98, e2, t4=t3+(1, 3))	3	0	0
24	(e1, 165, e2, t1) & (e3, 165, e2, t2=t1+(0, 3)) & (e2, 48, e3, t3=t2+(0, 4)) -> (e1, 13, e3, t4=t3+(1, 5))	3	0	0
25	(e1, 117, e2, t1) & (e1, 115, e3, t2=t1+(0, 6)) & (e4, 54, e3, t3=t2+(0, 8)) -> (e1, 117, e4, t4=t3+(1, 6))	3	0	0
26	(e1, 222, e2, t1) & (e2, 20, e3, t2=t1+(0, 7)) & (e3, 222, e4, t3=t2+(0, 5)) -> (e4, 11, e1, t4=t3+(1, 1))	3	0	0
27	(e1, 202, e2, t1) & (e1, 229, e3, t2=t1+(0, 6)) & (e4, 229, e3, t3=t2+(0, 5)) -> (e1, 136, e3, t4=t3+(1, 5))	3	0	0
28	(e1, 181, e2, t1) & (e2, 46, e3, t2=t1+(0, 7)) & (e3, 46, e2, t3=t2+(0, 4)) -> (e1, 181, e2, t4=t3+(1, 3))	3	0	0
29	(e1, 174, e2, t1) & (e3, 174, e1, t2=t1+(0, 2)) & (e4, 174, e1, t3=t2+(0, 6)) -> (e1, 174, e4, t4=t3+(1, 3))	3	0	0
30	(e1, 183, e2, t1) & (e1, 143, e3, t2=t1+(0, 5)) -> (e1, 143, e3, t3=t2+(1, 5))	2	0	0
31	(e1, 125, e2, t1) & (e2, 125, e1, t2=t1+(0, 5)) -> (e1, 125, e2, t3=t2+(1, 3))	2	0	0
32	(e1, 222, e2, t1) & (e2, 11, e1, t2=t1+(0, 7)) -> (e1, 222, e2, t3=t2+(1, 3))	2	0	0
33	(e1, 168, e2, t1) & (e3, 168, e1, t2=t1+(0, 3)) -> (e1, 168, e3, t3=t2+(1, 7))	2	0	0
