id	pattern	n_hops	instantiated_bindings_raw	instantiated_bindings_unique
0	(e1, 82, e2, t1) & (e1, 82, e3, t2=t1+(0, 2)) & (e1, 120, e4, t3=t2+(0, 6)) -> (e1, 206, e2, t4=t3+(1, 6))	3	0	0
1	(e1, 53, e2, t1) & (e3, 53, e2, t2=t1+(0, 4)) & (e1, 102, e2, t3=t2+(0, 8)) -> (e3, 102, e1, t4=t3+(1, 2))	3	0	0
2	(e1, 123, e2, t1) & (e3, 200, e2, t2=t1+(0, 6)) & (e4, 123, e2, t3=t2+(0, 3)) -> (e2, 130, e1, t4=t3+(1, 6))	3	0	0
3	(e1, 47, e2, t1) & (e3, 156, e2, t2=t1+(0, 5)) & (e2, 95, e3, t3=t2+(0, 2)) -> (e2, 95, e3, t4=t3+(1, 7))	3	0	0
4	(e1, 167, e2, t1) & (e3, 166, e2, t2=t1+(0, 7)) & (e4, 167, e3, t3=t2+(0, 5)) -> (e3, 66, e1, t4=t3+(1, 4))	3	0	0
5	(e1, 211, e2, t1) & (e1, 182, e2, t2=t1+(0, 8)) & (e3, 211, e2, t3=t2+(0, 7)) -> (e3, 211, e1, t4=t3+(1, 4))	3	0	0
6	(e1, 163, e2, t1) & (e3, 163, e1, t2=t1+(0, 7)) & (e1, 90, e2, t3=t2+(0, 2)) -> (e3, 163, e2, t4=t3+(1, 6))	3	0	0
7	(e1, 175, e2, t1) & (e3, 140, e2, t2=t1+(0, 5)) & (e1, 140, e3, t3=t2+(0, 4)) -> (e1, 175, e3, t4=t3+(1, 3))	3	0	0
8	(e1, 26, e2, t1) & (e1, 26, e3, t2=t1+(0, 6)) & (e1, 59, e4, t3=t2+(0, 5)) -> (e4, 26, e1, t4=t3+(1, 3))	3	0	0
9	(e1, 197, e2, t1) & (e3, 178, e1, t2=t1+(0, 4)) & (e4, 135, e3, t3=t2+(0, 4)) -> (e1, 135, e3, t4=t3+(1, 3))	3	0	0
10	(e1, 107, e2, t1) & (e1, 157, e3, t2=t1+(0, 5)) & (e1, 107, e3, t3=t2+(0, 2)) -> (e3, 157, e1, t4=t3+(1, 4))	3	0	0
11	(e1, 37, e2, t1) & (e3, 37, e1, t2=t1+(0, 5)) & (e4, 163, e3, t3=t2+(0, 6)) -> (e3, 140, e1, t4=t3+(1, 4))	3	0	0
12	(e1, 22, e2, t1) & (e3, 22, e1, t2=t1+(0, 5)) & (e1, 139, e4, t3=t2+(0, 7)) -> (e2, 22, e4, t4=t3+(1, 9))	3	0	0
13	(e1, 167, e2, t1) & (e2, 80, e3, t2=t1+(0, 4)) & (e2, 181, e1, t3=t2+(0, 4)) -> (e1, 167, e3, t4=t3+(1, 3))	3	0	0
14	(e1, 82, e2, t1) & (e2, 100, e3, t2=t1+(0, 7)) & (e2, 160, e4, t3=t2+(0, 7)) -> (e4, 100, e1, t4=t3+(1, 3))	3	0	0
15	(e1, 12, e2, t1) & (e3, 12, e1, t2=t1+(0, 7)) & (e1, 16, e4, t3=t2+(0, 1)) -> (e4, 16, e1, t4=t3+(1, 7))	3	0	0
16	(e1, 134, e2, t1) & (e3, 32, e1, t2=t1+(0, 0)) & (e1, 134, e4, t3=t2+(0, 9)) -> (e4, 121, e2, t4=t3+(1, 6))	3	0	0
17	(e1, 17, e2, t1) & (e3, 229, e2, t2=t1+(0, 9)) & (e4, 17, e3, t3=t2+(0, 5)) -> (e3, 229, e1, t4=t3+(1, 7))	3	0	0
18	(e1, 105, e2, t1) & (e3, 105, e2, t2=t1+(0, 4)) & (e1, 105, e3, t3=t2+(0, 6)) -> (e1, 105, e3, t4=t3+(1, 4))	3	0	0
19	(e1, 81, e2, t1) & (e1, 139, e2, t2=t1+(0, 4)) & (e2, 81, e3, t3=t2+(0, 5)) -> (e1, 139, e3, t4=t3+(1, 5))	3	0	0
20	(e1, 121, e2, t1) & (e2, 121, e3, t2=t1+(0, 4)) & (e1, 179, e3, t3=t2+(0, 4)) -> (e2, 18, e1, t4=t3+(1, 6))	3	0	0
21	(e1, 189, e2, t1) & (e1, 130, e3, t2=t1+(0, 3)) & (e3, 130, e4, t3=t2+(0, 5)) -> (e4, 130, e1, t4=t3+(1, 6))	3	0	0
22	(e1, 101, e2, t1) & (e2, 101, e3, t2=t1+(0, 7)) & (e3, 68, e2, t3=t2+(0, 9)) -> (e2, 68, e1, t4=t3+(1, 7))	3	0	0
23	(e1, 169, e2, t1) & (e1, 169, e3, t2=t1+(0, 8)) & (e1, 114, e3, t3=t2+(0, 4)) -> (e1, 114, e2, t4=t3+(1, 5))	3	0	0
24	(e1, 11, e2, t1) & (e1, 11, e2, t2=t1+(1, 3)) & (e2, 125, e1, t3=t2+(0, 7)) -> (e2, 125, e1, t4=t3+(1, 8))	3	0	0
25	(e1, 49, e2, t1) & (e2, 49, e3, t2=t1+(0, 8)) & (e2, 49, e3, t3=t2+(1, 4)) -> (e1, 83, e2, t4=t3+(1, 9))	3	0	0
26	(e1, 131, e2, t1) & (e1, 131, e3, t2=t1+(0, 3)) & (e1, 131, e4, t3=t2+(0, 7)) -> (e1, 219, e4, t4=t3+(1, 6))	3	0	0
27	(e1, 225, e2, t1) & (e2, 225, e3, t2=t1+(0, 4)) & (e3, 225, e4, t3=t2+(0, 6)) -> (e4, 225, e2, t4=t3+(1, 1))	3	0	0
28	(e1, 213, e2, t1) & (e2, 213, e3, t2=t1+(0, 5)) & (e3, 182, e4, t3=t2+(0, 7)) -> (e2, 213, e3, t4=t3+(1, 6))	3	0	0
29	(e1, 39, e2, t1) & (e2, 114, e3, t2=t1+(0, 4)) & (e3, 46, e2, t3=t2+(0, 2)) -> (e3, 39, e1, t4=t3+(1, 5))	3	0	0
30	(e1, 102, e2, t1) & (e3, 121, e1, t2=t1+(0, 8)) & (e2, 54, e1, t3=t2+(0, 7)) -> (e2, 102, e3, t4=t3+(1, 5))	3	0	0
31	(e1, 130, e2, t1) & (e1, 80, e2, t2=t1+(0, 1)) & (e3, 74, e1, t3=t2+(0, 8)) -> (e3, 130, e1, t4=t3+(1, 6))	3	0	0
32	(e1, 221, e2, t1) & (e3, 221, e1, t2=t1+(0, 7)) & (e3, 141, e2, t3=t2+(0, 8)) -> (e2, 221, e3, t4=t3+(1, 8))	3	0	0
33	(e1, 107, e2, t1) & (e3, 228, e1, t2=t1+(0, 9)) & (e4, 130, e3, t3=t2+(0, 5)) -> (e4, 130, e1, t4=t3+(1, 8))	3	0	0
34	(e1, 109, e2, t1) & (e1, 109, e3, t2=t1+(0, 3)) & (e4, 212, e1, t3=t2+(0, 4)) -> (e4, 109, e1, t4=t3+(1, 6))	3	0	0
35	(e1, 107, e2, t1) & (e3, 213, e2, t2=t1+(0, 4)) & (e2, 107, e1, t3=t2+(0, 4)) -> (e3, 213, e2, t4=t3+(1, 11))	3	0	0
36	(e1, 153, e2, t1) & (e1, 21, e3, t2=t1+(0, 4)) & (e4, 70, e3, t3=t2+(0, 5)) -> (e1, 153, e3, t4=t3+(1, 2))	3	0	0
37	(e1, 92, e2, t1) & (e1, 0, e3, t2=t1+(0, 5)) & (e1, 0, e3, t3=t2+(1, 5)) -> (e2, 12, e1, t4=t3+(1, 4))	3	0	0
38	(e1, 12, e2, t1) & (e2, 12, e1, t2=t1+(0, 7)) -> (e1, 12, e2, t3=t2+(1, 4))	2	0	0
39	(e1, 92, e2, t1) & (e1, 92, e3, t2=t1+(0, 4)) -> (e2, 92, e1, t3=t2+(1, 7))	2	0	0
40	(e1, 83, e2, t1) & (e2, 83, e3, t2=t1+(0, 6)) -> (e3, 147, e1, t3=t2+(1, 9))	2	0	0
41	(e1, 227, e2, t1) & (e2, 213, e1, t2=t1+(0, 2)) -> (e2, 213, e1, t3=t2+(1, 11))	2	0	0
42	(e1, 169, e2, t1) & (e1, 61, e3, t2=t1+(0, 5)) -> (e3, 61, e1, t3=t2+(1, 10))	2	0	0
43	(e1, 98, e2, t1) & (e3, 74, e1, t2=t1+(0, 8)) -> (e1, 74, e2, t3=t2+(1, 5))	2	0	0
44	(e1, 62, e2, t1) & (e3, 9, e1, t2=t1+(0, 8)) -> (e2, 62, e3, t3=t2+(1, 5))	2	0	0
45	(e1, 206, e2, t1) & (e3, 206, e2, t2=t1+(0, 6)) -> (e1, 85, e3, t3=t2+(1, 2))	2	0	0
46	(e1, 56, e2, t1) & (e2, 56, e3, t2=t1+(0, 4)) -> (e1, 56, e2, t3=t2+(1, 8))	2	0	0
47	(e1, 193, e2, t1) & (e3, 201, e1, t2=t1+(0, 5)) -> (e2, 201, e1, t3=t2+(1, 5))	2	0	0
48	(e1, 175, e2, t1) & (e1, 175, e2, t2=t1+(1, 8)) -> (e1, 46, e2, t3=t2+(1, 3))	2	0	0
49	(e1, 129, e2, t1) & (e3, 129, e2, t2=t1+(0, 6)) -> (e2, 129, e3, t3=t2+(1, 4))	2	0	0
50	(e1, 184, e2, t1) & (e1, 171, e3, t2=t1+(0, 5)) -> (e2, 171, e1, t3=t2+(1, 4))	2	0	0
51	(e1, 100, e2, t1) & (e2, 109, e3, t2=t1+(0, 6)) -> (e2, 100, e1, t3=t2+(1, 5))	2	0	0
52	(e1, 155, e2, t1) & (e1, 155, e3, t2=t1+(0, 4)) -> (e3, 173, e2, t3=t2+(1, 7))	2	0	0
53	(e1, 193, e2, t1) & (e3, 26, e2, t2=t1+(0, 7)) -> (e2, 26, e1, t3=t2+(1, 3))	2	0	0
54	(e1, 62, e2, t1) & (e1, 62, e3, t2=t1+(0, 3)) -> (e1, 62, e2, t3=t2+(1, 3))	2	0	0
55	(e1, 163, e2, t1) & (e2, 163, e1, t2=t1+(0, 2)) -> (e1, 122, e2, t3=t2+(1, 8))	2	0	0
56	(e1, 48, e2, t1) & (e2, 15, e3, t2=t1+(0, 5)) -> (e3, 48, e2, t3=t2+(1, 4))	2	0	0
57	(e1, 169, e2, t1) & (e1, 130, e2, t2=t1+(0, 10)) -> (e2, 130, e1, t3=t2+(1, 4))	2	0	0
58	(e1, 161, e2, t1) & (e3, 16, e2, t2=t1+(0, 5)) -> (e1, 161, e3, t3=t2+(1, 4))	2	0	0
59	(e1, 16, e2, t1) & (e1, 53, e3, t2=t1+(0, 10)) -> (e1, 53, e3, t3=t2+(1, 4))	2	0	0
60	(e1, 102, e2, t1) & (e1, 102, e3, t2=t1+(0, 4)) -> (e2, 102, e1, t3=t2+(1, 7))	2	0	0
61	(e1, 40, e2, t1) & (e2, 40, e1, t2=t1+(0, 5)) -> (e2, 40, e1, t3=t2+(1, 5))	2	0	0
62	(e1, 136, e2, t1) & (e1, 13, e3, t2=t1+(0, 5)) -> (e3, 136, e2, t3=t2+(1, 3))	2	0	0
63	(e1, 166, e2, t1) & (e3, 166, e2, t2=t1+(0, 7)) -> (e3, 116, e1, t3=t2+(1, 8))	2	0	0
64	(e1, 99, e2, t1) & (e1, 99, e2, t2=t1+(1, 7)) -> (e1, 99, e2, t3=t2+(1, 3))	2	0	0
65	(e1, 19, e2, t1) & (e2, 204, e3, t2=t1+(0, 5)) -> (e3, 19, e2, t3=t2+(1, 6))	2	0	0
66	(e1, 60, e2, t1) & (e3, 85, e1, t2=t1+(0, 9)) -> (e3, 60, e2, t3=t2+(1, 5))	2	0	0
67	(e1, 91, e2, t1) & (e1, 214, e3, t2=t1+(0, 5)) -> (e2, 91, e1, t3=t2+(1, 1))	2	0	0
68	(e1, 19, e2, t1) & (e2, 93, e1, t2=t1+(0, 3)) -> (e1, 93, e2, t3=t2+(1, 8))	2	0	0
69	(e1, 84, e2, t1) & (e2, 84, e3, t2=t1+(0, 4)) -> (e2, 138, e1, t3=t2+(1, 5))	2	0	0
70	(e1, 168, e2, t1) & (e3, 168, e1, t2=t1+(0, 7)) -> (e2, 168, e1, t3=t2+(1, 6))	2	0	0
