id	pattern	n_hops	instantiated_bindings_raw	instantiated_bindings_unique
0	(e1, 98, e2, t1) & (e3, 210, e1, t2=t1+(0, 9)) & (e3, 196, e1, t3=t2+(0, 4)) -> (e3, 210, e2, t4=t3+(1, 1))	3	0	0
1	(e1, 13, e2, t1) & (e2, 13, e1, t2=t1+(0, 5)) & (e3, 13, e1, t3=t2+(0, 7)) -> (e1, 13, e2, t4=t3+(1, 4))	3	0	0
2	(e1, 133, e2, t1) & (e3, 103, e1, t2=t1+(0, 6)) & (e3, 133, e4, t3=t2+(0, 6)) -> (e2, 133, e3, t4=t3+(1, 3))	3	0	0
3	(e1, 9, e2, t1) & (e3, 9, e2, t2=t1+(0, 10)) & (e2, 9, e4, t3=t2+(0, 5)) -> (e2, 9, e3, t4=t3+(1, 5))	3	0	0
4	(e1, 82, e2, t1) & (e2, 82, e1, t2=t1+(0, 10)) & (e2, 207, e3, t3=t2+(0, 2)) -> (e2, 207, e3, t4=t3+(1, 4))	3	0	0
5	(e1, 224, e2, t1) & (e2, 113, e3, t2=t1+(0, 3)) & (e1, 224, e3, t3=t2+(0, 4)) -> (e2, 224, e3, t4=t3+(1, 7))	3	0	0
6	(e1, 13, e2, t1) & (e3, 13, e1, t2=t1+(0, 5)) & (e3, 224, e4, t3=t2+(0, 7)) -> (e3, 224, e2, t4=t3+(1, 6))	3	0	0
7	(e1, 82, e2, t1) & (e2, 13, e3, t2=t1+(0, 6)) & (e3, 82, e4, t3=t2+(0, 7)) -> (e1, 82, e3, t4=t3+(1, 2))	3	0	0
8	(e1, 146, e2, t1) & (e2, 75, e3, t2=t1+(0, 6)) & (e1, 44, e2, t3=t2+(0, 4)) -> (e1, 75, e2, t4=t3+(1, 4))	3	0	0
9	(e1, 160, e2, t1) & (e1, 9, e2, t2=t1+(0, 5)) & (e3, 9, e2, t3=t2+(0, 3)) -> (e1, 9, e2, t4=t3+(1, 4))	3	0	0
10	(e1, 14, e2, t1) & (e2, 193, e1, t2=t1+(0, 13)) & (e2, 17, e3, t3=t2+(0, 3)) -> (e2, 17, e1, t4=t3+(1, 4))	3	0	0
11	(e1, 63, e2, t1) & (e1, 207, e3, t2=t1+(0, 4)) & (e4, 207, e3, t3=t2+(0, 8)) -> (e1, 67, e4, t4=t3+(1, 5))	3	0	0
12	(e1, 210, e2, t1) & (e3, 47, e2, t2=t1+(0, 3)) & (e2, 157, e3, t3=t2+(0, 3)) -> (e2, 157, e3, t4=t3+(1, 1))	3	0	0
13	(e1, 75, e2, t1) & (e1, 158, e3, t2=t1+(0, 5)) -> (e2, 158, e3, t3=t2+(1, 11))	2	0	0
14	(e1, 207, e2, t1) & (e1, 19, e3, t2=t1+(0, 6)) -> (e1, 19, e3, t3=t2+(1, 4))	2	0	0
15	(e1, 190, e2, t1) & (e3, 190, e1, t2=t1+(0, 6)) -> (e2, 41, e1, t3=t2+(1, 6))	2	0	0
16	(e1, 141, e2, t1) & (e1, 141, e3, t2=t1+(0, 4)) -> (e3, 141, e1, t3=t2+(1, 6))	2	0	0
17	(e1, 131, e2, t1) & (e3, 131, e1, t2=t1+(0, 6)) -> (e3, 11, e2, t3=t2+(1, 8))	2	0	0
18	(e1, 89, e2, t1) & (e1, 89, e3, t2=t1+(0, 3)) -> (e2, 42, e1, t3=t2+(1, 5))	2	0	0
19	(e1, 173, e2, t1) & (e1, 173, e3, t2=t1+(0, 3)) -> (e2, 173, e3, t3=t2+(1, 6))	2	0	0
20	(e1, 195, e2, t1) & (e3, 13, e1, t2=t1+(0, 5)) -> (e3, 13, e2, t3=t2+(1, 8))	2	0	0
21	(e1, 226, e2, t1) & (e3, 226, e2, t2=t1+(0, 8)) -> (e1, 226, e2, t3=t2+(1, 6))	2	0	0
22	(e1, 11, e2, t1) & (e1, 11, e3, t2=t1+(0, 4)) -> (e3, 30, e1, t3=t2+(1, 5))	2	0	0
23	(e1, 110, e2, t1) & (e2, 110, e3, t2=t1+(0, 5)) -> (e1, 110, e3, t3=t2+(1, 4))	2	0	0
24	(e1, 113, e2, t1) & (e1, 160, e2, t2=t1+(0, 6)) -> (e1, 113, e2, t3=t2+(1, 2))	2	0	0
25	(e1, 14, e2, t1) & (e1, 14, e3, t2=t1+(0, 5)) -> (e2, 14, e3, t3=t2+(1, 4))	2	0	0
26	(e1, 227, e2, t1) & (e1, 163, e3, t2=t1+(0, 7)) -> (e2, 227, e3, t3=t2+(1, 3))	2	0	0
27	(e1, 210, e2, t1) & (e2, 210, e3, t2=t1+(0, 6)) -> (e2, 11, e1, t3=t2+(1, 7))	2	0	0
28	(e1, 47, e2, t1) & (e2, 193, e3, t2=t1+(0, 11)) -> (e3, 47, e1, t3=t2+(1, 6))	2	0	0
29	(e1, 200, e2, t1) & (e2, 10, e3, t2=t1+(0, 4)) -> (e2, 200, e3, t3=t2+(1, 5))	2	0	0
30	(e1, 6, e2, t1) & (e1, 67, e3, t2=t1+(0, 6)) -> (e1, 6, e3, t3=t2+(1, 4))	2	0	0
31	(e1, 10, e2, t1) & (e2, 195, e3, t2=t1+(0, 6)) -> (e1, 10, e3, t3=t2+(1, 4))	2	0	0
32	(e1, 29, e2, t1) & (e1, 29, e3, t2=t1+(0, 8)) -> (e2, 155, e1, t3=t2+(1, 5))	2	0	0
33	(e1, 1, e2, t1) & (e3, 1, e1, t2=t1+(0, 2)) -> (e3, 158, e1, t3=t2+(1, 5))	2	0	0
34	(e1, 102, e2, t1) & (e1, 62, e2, t2=t1+(0, 6)) -> (e2, 62, e1, t3=t2+(1, 4))	2	0	0
35	(e1, 186, e2, t1) & (e3, 21, e2, t2=t1+(0, 12)) -> (e1, 21, e3, t3=t2+(1, 6))	2	0	0
36	(e1, 190, e2, t1) & (e2, 190, e3, t2=t1+(0, 4)) -> (e2, 119, e3, t3=t2+(1, 2))	2	0	0
37	(e1, 207, e2, t1) & (e1, 207, e3, t2=t1+(0, 8)) -> (e3, 207, e2, t3=t2+(1, 8))	2	0	0
38	(e1, 14, e2, t1) & (e2, 5, e3, t2=t1+(0, 5)) -> (e1, 5, e2, t3=t2+(1, 8))	2	0	0
39	(e1, 76, e2, t1) & (e1, 76, e2, t2=t1+(1, 10)) -> (e2, 13, e1, t3=t2+(1, 5))	2	0	0
40	(e1, 195, e2, t1) & (e1, 195, e2, t2=t1+(1, 4)) -> (e1, 195, e2, t3=t2+(1, 4))	2	0	0
41	(e1, 10, e2, t1) & (e3, 26, e2, t2=t1+(0, 0)) -> (e1, 10, e2, t3=t2+(1, 5))	2	0	0
42	(e1, 60, e2, t1) & (e2, 60, e3, t2=t1+(0, 8)) -> (e1, 60, e2, t3=t2+(1, 3))	2	0	0
43	(e1, 79, e2, t1) & (e3, 193, e2, t2=t1+(0, 4)) -> (e1, 79, e3, t3=t2+(1, 6))	2	0	0
44	(e1, 9, e2, t1) & (e2, 9, e1, t2=t1+(0, 6)) -> (e1, 107, e2, t3=t2+(1, 6))	2	0	0
45	(e1, 36, e2, t1) & (e1, 4, e2, t2=t1+(0, 6)) -> (e2, 36, e1, t3=t2+(1, 3))	2	0	0
46	(e1, 59, e2, t1) & (e3, 155, e1, t2=t1+(0, 5)) -> (e3, 155, e2, t3=t2+(1, 6))	2	0	0
47	(e1, 139, e2, t1) & (e1, 178, e3, t2=t1+(0, 6)) -> (e2, 139, e3, t3=t2+(1, 5))	2	0	0
48	(e1, 116, e2, t1) & (e1, 36, e3, t2=t1+(0, 6)) -> (e2, 116, e3, t3=t2+(1, 6))	2	0	0
49	(e1, 21, e2, t1) & (e3, 113, e1, t2=t1+(0, 5)) -> (e2, 113, e1, t3=t2+(1, 9))	2	0	0
50	(e1, 168, e2, t1) & (e1, 133, e3, t2=t1+(0, 6)) -> (e3, 168, e2, t3=t2+(1, 1))	2	0	0
51	(e1, 82, e2, t1) & (e2, 82, e3, t2=t1+(0, 5)) -> (e3, 82, e1, t3=t2+(1, 3))	2	0	0
