id	pattern	n_hops	instantiated_bindings_raw	instantiated_bindings_unique
0	(e1, 222, e2, t1) & (e3, 55, e2, t2=t1+(0, 5)) & (e2, 55, e1, t3=t2+(0, 4)) -> (e3, 55, e2, t4=t3+(1, 6))	3	0	0
1	(e1, 133, e2, t1) & (e2, 64, e1, t2=t1+(0, 7)) & (e2, 120, e3, t3=t2+(0, 2)) -> (e2, 64, e1, t4=t3+(1, 4))	3	0	0
2	(e1, 153, e2, t1) & (e3, 50, e1, t2=t1+(0, 3)) & (e4, 50, e3, t3=t2+(0, 9)) -> (e4, 153, e2, t4=t3+(1, 1))	3	0	0
3	(e1, 106, e2, t1) & (e1, 83, e3, t2=t1+(0, 6)) & (e2, 106, e1, t3=t2+(0, 5)) -> (e3, 220, e2, t4=t3+(1, 2))	3	0	0
4	(e1, 222, e2, t1) & (e2, 222, e1, t2=t1+(0, 5)) & (e2, 222, e3, t3=t2+(0, 2)) -> (e2, 49, e1, t4=t3+(1, 2))	3	0	0
5	(e1, 149, e2, t1) & (e3, 150, e1, t2=t1+(0, 1)) & (e4, 150, e3, t3=t2+(0, 9)) -> (e2, 106, e4, t4=t3+(1, 7))	3	0	0
6	(e1, 8, e2, t1) & (e1, 8, e3, t2=t1+(0, 4)) -> (e2, 8, e1, t3=t2+(1, 4))	2	0	0
7	(e1, 120, e2, t1) & (e3, 120, e2, t2=t1+(0, 4)) -> (e2, 120, e3, t3=t2+(1, 3))	2	0	0
8	(e1, 121, e2, t1) & (e2, 164, e3, t2=t1+(0, 6)) -> (e3, 164, e1, t3=t2+(1, 7))	2	0	0
9	(e1, 214, e2, t1) & (e1, 190, e3, t2=t1+(0, 9)) -> (e2, 190, e3, t3=t2+(1, 4))	2	0	0
10	(e1, 62, e2, t1) & (e3, 196, e1, t2=t1+(0, 4)) -> (e1, 196, e3, t3=t2+(1, 6))	2	0	0
11	(e1, 110, e2, t1) & (e2, 64, e3, t2=t1+(0, 6)) -> (e1, 64, e3, t3=t2+(1, 6))	2	0	0
12	(e1, 130, e2, t1) & (e3, 214, e2, t2=t1+(0, 8)) -> (e2, 130, e3, t3=t2+(1, 4))	2	0	0
13	(e1, 183, e2, t1) & (e3, 183, e1, t2=t1+(0, 6)) -> (e2, 183, e1, t3=t2+(1, 7))	2	0	0
14	(e1, 19, e2, t1) & (e3, 19, e2, t2=t1+(0, 9)) -> (e1, 28, e2, t3=t2+(1, 3))	2	0	0
15	(e1, 92, e2, t1) & (e1, 220, e3, t2=t1+(0, 8)) -> (e3, 220, e1, t3=t2+(1, 6))	2	0	0
16	(e1, 190, e2, t1) & (e1, 190, e2, t2=t1+(1, 7)) -> (e2, 197, e1, t3=t2+(1, 1))	2	0	0
17	(e1, 214, e2, t1) & (e3, 214, e2, t2=t1+(0, 3)) -> (e3, 214, e2, t3=t2+(1, 6))	2	0	0
18	(e1, 75, e2, t1) & (e3, 75, e2, t2=t1+(0, 5)) -> (e2, 9, e1, t3=t2+(1, 5))	2	0	0
19	(e1, 72, e2, t1) & (e3, 55, e2, t2=t1+(0, 5)) -> (e1, 72, e3, t3=t2+(1, 8))	2	0	0
20	(e1, 144, e2, t1) & (e3, 144, e1, t2=t1+(0, 6)) -> (e1, 144, e2, t3=t2+(1, 3))	2	0	0
21	(e1, 19, e2, t1) & (e2, 142, e3, t2=t1+(0, 4)) -> (e2, 142, e1, t3=t2+(1, 6))	2	0	0
22	(e1, 144, e2, t1) & (e1, 74, e3, t2=t1+(0, 8)) -> (e1, 144, e3, t3=t2+(1, 4))	2	0	0
23	(e1, 83, e2, t1) & (e3, 83, e2, t2=t1+(0, 3)) -> (e1, 224, e3, t3=t2+(1, 8))	2	0	0
24	(e1, 78, e2, t1) & (e1, 28, e3, t2=t1+(0, 6)) -> (e1, 28, e3, t3=t2+(1, 2))	2	0	0
25	(e1, 119, e2, t1) & (e2, 219, e3, t2=t1+(0, 4)) -> (e1, 119, e2, t3=t2+(1, 5))	2	0	0
26	(e1, 3, e2, t1) & (e3, 90, e1, t2=t1+(0, 3)) -> (e1, 3, e2, t3=t2+(1, 4))	2	0	0
27	(e1, 224, e2, t1) & (e1, 224, e3, t2=t1+(0, 2)) -> (e1, 224, e2, t3=t2+(1, 8))	2	0	0
28	(e1, 57, e2, t1) & (e2, 71, e3, t2=t1+(0, 3)) -> (e2, 71, e3, t3=t2+(1, 5))	2	0	0
29	(e1, 196, e2, t1) & (e3, 216, e2, t2=t1+(0, 6)) -> (e3, 196, e1, t3=t2+(1, 7))	2	0	0
30	(e1, 5, e2, t1) & (e3, 5, e2, t2=t1+(0, 5)) -> (e2, 5, e1, t3=t2+(1, 3))	2	0	0
31	(e1, 141, e2, t1) & (e2, 141, e3, t2=t1+(0, 3)) -> (e3, 120, e2, t3=t2+(1, 5))	2	0	0
32	(e1, 11, e2, t1) & (e2, 97, e1, t2=t1+(0, 2)) -> (e2, 97, e1, t3=t2+(1, 4))	2	0	0
33	(e1, 216, e2, t1) & (e1, 216, e3, t2=t1+(0, 7)) -> (e1, 215, e3, t3=t2+(1, 7))	2	0	0
34	(e1, 27, e2, t1) & (e1, 27, e3, t2=t1+(0, 5)) -> (e1, 27, e2, t3=t2+(1, 9))	2	0	0
35	(e1, 196, e2, t1) & (e2, 129, e3, t2=t1+(0, 3)) -> (e3, 196, e1, t3=t2+(1, 7))	2	0	0
36	(e1, 9, e2, t1) & (e3, 9, e1, t2=t1+(0, 3)) -> (e3, 165, e2, t3=t2+(1, 8))	2	0	0
37	(e1, 160, e2, t1) & (e1, 101, e3, t2=t1+(0, 2)) -> (e2, 101, e3, t3=t2+(1, 2))	2	0	0
38	(e1, 4, e2, t1) & (e3, 226, e1, t2=t1+(0, 6)) -> (e2, 4, e1, t3=t2+(1, 4))	2	0	0
39	(e1, 220, e2, t1) & (e3, 165, e1, t2=t1+(0, 5)) -> (e2, 220, e3, t3=t2+(1, 8))	2	0	0
40	(e1, 38, e2, t1) & (e3, 38, e2, t2=t1+(0, 5)) -> (e1, 89, e2, t3=t2+(1, 6))	2	0	0
41	(e1, 50, e2, t1) & (e3, 50, e2, t2=t1+(0, 3)) -> (e1, 110, e2, t3=t2+(1, 8))	2	0	0
42	(e1, 192, e2, t1) & (e1, 192, e3, t2=t1+(0, 5)) -> (e2, 192, e3, t3=t2+(1, 8))	2	0	0
43	(e1, 44, e2, t1) & (e3, 98, e2, t2=t1+(0, 5)) -> (e3, 98, e1, t3=t2+(1, 6))	2	0	0
44	(e1, 90, e2, t1) & (e2, 90, e3, t2=t1+(0, 5)) -> (e1, 110, e2, t3=t2+(1, 5))	2	0	0
45	(e1, 42, e2, t1) & (e2, 42, e3, t2=t1+(0, 1)) -> (e3, 197, e2, t3=t2+(1, 2))	2	0	0
46	(e1, 202, e2, t1) & (e1, 195, e3, t2=t1+(0, 7)) -> (e2, 202, e3, t3=t2+(1, 5))	2	0	0
47	(e1, 26, e2, t1) & (e2, 184, e1, t2=t1+(0, 5)) -> (e1, 184, e2, t3=t2+(1, 7))	2	0	0
48	(e1, 52, e2, t1) & (e3, 52, e1, t2=t1+(0, 3)) -> (e3, 52, e1, t3=t2+(1, 4))	2	0	0
49	(e1, 186, e2, t1) & (e2, 186, e3, t2=t1+(0, 7)) -> (e1, 222, e2, t3=t2+(1, 8))	2	0	0
50	(e1, 150, e2, t1) & (e1, 150, e3, t2=t1+(0, 7)) -> (e3, 150, e1, t3=t2+(1, 5))	2	0	0
51	(e1, 221, e2, t1) & (e1, 50, e2, t2=t1+(0, 3)) -> (e1, 221, e2, t3=t2+(1, 6))	2	0	0
52	(e1, 149, e2, t1) & (e1, 150, e3, t2=t1+(0, 7)) -> (e2, 150, e3, t3=t2+(1, 2))	2	0	0
53	(e1, 57, e2, t1) & (e2, 57, e3, t2=t1+(0, 5)) -> (e3, 57, e1, t3=t2+(1, 9))	2	0	0
54	(e1, 14, e2, t1) & (e3, 2, e1, t2=t1+(0, 5)) -> (e1, 2, e3, t3=t2+(1, 3))	2	0	0
55	(e1, 109, e2, t1) & (e2, 57, e3, t2=t1+(0, 11)) -> (e2, 109, e1, t3=t2+(1, 7))	2	0	0
56	(e1, 38, e2, t1) & (e2, 38, e1, t2=t1+(0, 6)) -> (e2, 121, e1, t3=t2+(1, 1))	2	0	0
57	(e1, 64, e2, t1) & (e2, 8, e3, t2=t1+(0, 6)) -> (e2, 8, e1, t3=t2+(1, 7))	2	0	0
58	(e1, 220, e2, t1) & (e1, 220, e3, t2=t1+(0, 6)) -> (e3, 58, e2, t3=t2+(1, 2))	2	0	0
59	(e1, 33, e2, t1) & (e2, 44, e3, t2=t1+(0, 4)) -> (e1, 33, e3, t3=t2+(1, 3))	2	0	0
