id	pattern	n_hops	instantiated_bindings_raw	instantiated_bindings_unique
0	(e1, 217, e2, t1) & (e3, 88, e2, t2=t1+(0, 5)) & (e1, 217, e3, t3=t2+(0, 9)) -> (e1, 217, e2, t4=t3+(1, 5))	3	0	0
1	(e1, 205, e2, t1) & (e1, 227, e3, t2=t1+(0, 7)) & (e3, 48, e2, t3=t2+(0, 4)) -> (e1, 48, e2, t4=t3+(1, 4))	3	0	0
2	(e1, 94, e2, t1) & (e1, 94, e3, t2=t1+(0, 8)) & (e4, 94, e3, t3=t2+(0, 3)) -> (e4, 94, e2, t4=t3+(1, 5))	3	0	0
3	(e1, 220, e2, t1) & (e2, 188, e1, t2=t1+(0, 5)) & (e1, 188, e3, t3=t2+(0, 8)) -> (e1, 220, e2, t4=t3+(1, 5))	3	0	0
4	(e1, 167, e2, t1) & (e1, 167, e3, t2=t1+(0, 5)) & (e1, 182, e3, t3=t2+(0, 8)) -> (e3, 227, e1, t4=t3+(1, 5))	3	0	0
5	(e1, 191, e2, t1) & (e1, 169, e3, t2=t1+(0, 8)) & (e1, 169, e4, t3=t2+(0, 3)) -> (e1, 169, e4, t4=t3+(1, 9))	3	0	0
6	(e1, 185, e2, t1) & (e3, 227, e2, t2=t1+(0, 4)) & (e4, 227, e2, t3=t2+(0, 5)) -> (e2, 227, e1, t4=t3+(1, 3))	3	0	0
7	(e1, 45, e2, t1) & (e1, 45, e3, t2=t1+(0, 4)) & (e3, 31, e1, t3=t2+(0, 8)) -> (e3, 31, e2, t4=t3+(1, 2))	3	0	0
8	(e1, 59, e2, t1) & (e3, 59, e1, t2=t1+(0, 5)) & (e3, 129, e2, t3=t2+(0, 3)) -> (e2, 59, e3, t4=t3+(1, 3))	3	0	0
9	(e1, 3, e2, t1) & (e2, 205, e3, t2=t1+(0, 5)) & (e3, 79, e2, t3=t2+(0, 4)) -> (e3, 205, e1, t4=t3+(1, 3))	3	0	0
10	(e1, 63, e2, t1) & (e1, 44, e3, t2=t1+(0, 5)) & (e4, 63, e3, t3=t2+(0, 3)) -> (e4, 44, e1, t4=t3+(1, 5))	3	0	0
11	(e1, 173, e2, t1) & (e3, 185, e1, t2=t1+(0, 4)) & (e3, 173, e4, t3=t2+(0, 9)) -> (e3, 173, e2, t4=t3+(1, 1))	3	0	0
12	(e1, 19, e2, t1) & (e3, 19, e2, t2=t1+(0, 5)) & (e3, 227, e4, t3=t2+(0, 4)) -> (e2, 19, e3, t4=t3+(1, 6))	3	0	0
13	(e1, 86, e2, t1) & (e3, 25, e1, t2=t1+(0, 3)) & (e1, 86, e4, t3=t2+(0, 7)) -> (e4, 86, e2, t4=t3+(1, 6))	3	0	0
14	(e1, 108, e2, t1) & (e1, 17, e3, t2=t1+(0, 5)) & (e3, 40, e2, t3=t2+(0, 9)) -> (e2, 17, e1, t4=t3+(1, 3))	3	0	0
15	(e1, 106, e2, t1) & (e2, 106, e3, t2=t1+(0, 5)) & (e4, 215, e2, t3=t2+(0, 9)) -> (e1, 172, e4, t4=t3+(1, 3))	3	0	0
16	(e1, 98, e2, t1) & (e1, 68, e3, t2=t1+(0, 8)) & (e1, 118, e4, t3=t2+(0, 5)) -> (e1, 98, e3, t4=t3+(1, 4))	3	0	0
